,online,reservations,rating,votes,location,rest_type,cost_for_two,type
12032,No,Yes,4.6,766,HSR,Other,1200,Dine-out
22839,Yes,No,3.9,87,Residency Road,Other,400,Desserts
10399,No,No,3.5,18,Electronic City,Casual Dining,550,Delivery
26718,Yes,No,3.5,128,Frazer Town,Casual Dining,700,Dine-out
26478,Yes,No,3.2,6,MG Road,Quick Bites,450,Dine-out
21385,No,Yes,4.1,785,Koramangala 3rd Block,Casual Dining,1500,Buffet
16519,Yes,Yes,4.5,1228,Kalyan Nagar,Casual Dining,800,Dine-out
8928,No,No,4.0,181,Koramangala 5th Block,Other,150,Dine-out
13911,Yes,Yes,3.8,362,Jayanagar,Casual Dining,600,Buffet
21857,Yes,No,3.5,9,BTM,Dessert Parlor,250,Desserts
5175,No,No,3.3,7,Shivajinagar,Other,150,Dine-out
20163,No,No,4.0,115,BTM,Casual Dining,1000,Delivery
8642,Yes,No,2.9,24,BTM,Quick Bites,250,Dine-out
20551,Yes,No,3.7,103,Koramangala 6th Block,Quick Bites,400,Dine-out
2066,Yes,No,3.0,57,JP Nagar,Casual Dining,650,Dine-out
22227,No,No,3.8,51,Richmond Road,Casual Dining,1200,Buffet
1071,Yes,No,3.9,40,Bannerghatta Road,Other,400,Delivery
7076,Yes,No,2.5,47,Bommanahalli,Casual Dining,800,Delivery
23461,No,No,3.4,11,Majestic,Casual Dining,650,Dine-out
1720,No,No,3.73178,0,JP Nagar,Bakery,200,Desserts
13144,Yes,No,4.2,5299,Indiranagar,Other,600,Desserts
13282,Yes,Yes,4.5,3219,Indiranagar,Casual Dining,1200,Dine-out
25131,Yes,No,3.3,12,East Bangalore,Delivery,300,Delivery
27289,No,No,3.3,7,New BEL Road,Cafe,450,Dine-out
30883,Yes,No,4.5,187,Whitefield,Other,400,Delivery
17882,Yes,No,4.0,211,Koramangala 4th Block,Quick Bites,400,Delivery
21353,No,Yes,4.6,5015,Koramangala 5th Block,Other,1800,Drinks & nightlife
9958,Yes,No,4.0,1205,Brigade Road,Other,2000,Drinks & nightlife
1237,Yes,No,3.4,24,Bannerghatta Road,Casual Dining,800,Delivery
28637,Yes,No,4.5,787,Malleshwaram,Casual Dining,1000,Delivery
15181,Yes,Yes,4.1,446,Jayanagar,Other,1200,Drinks & nightlife
20575,Yes,No,3.8,100,BTM,Casual Dining,350,Dine-out
23670,No,No,3.4,7,Rajajinagar,Cafe,400,Cafes
18006,No,No,3.9,64,Koramangala 6th Block,Quick Bites,550,Delivery
3460,Yes,No,3.1,19,Bellandur,Quick Bites,300,Delivery
24836,No,No,3.8,29,Marathahalli,Quick Bites,450,Delivery
3878,No,No,3.73178,0,Marathahalli,Quick Bites,200,Dine-out
31625,Yes,No,3.1,62,Whitefield,Other,300,Dine-out
8233,Yes,No,3.7,18,BTM,Cafe,400,Desserts
23518,No,No,3.1,11,Cunningham Road,Quick Bites,200,Dine-out
14491,Yes,No,4.4,827,Jayanagar,Dessert Parlor,400,Desserts
14695,Yes,No,3.4,197,Jayanagar,Casual Dining,800,Dine-out
24906,No,No,3.4,4,Marathahalli,Quick Bites,300,Delivery
2578,No,No,4.5,2896,Basavanagudi,Quick Bites,250,Dine-out
20732,Yes,No,3.8,108,Koramangala 6th Block,Quick Bites,400,Cafes
23447,Yes,No,3.5,57,Vasanth Nagar,Quick Bites,150,Dine-out
11666,Yes,No,3.2,67,HSR,Quick Bites,200,Delivery
1123,Yes,No,3.3,12,JP Nagar,Quick Bites,300,Delivery
4518,No,No,2.8,38,Ulsoor,Delivery,500,Delivery
21516,Yes,No,3.5,24,BTM,"Takeaway, Delivery",150,Delivery
12326,No,No,3.7,68,HSR,Other,400,Dine-out
2223,No,No,3.2,59,Jayanagar,Other,550,Cafes
12968,No,No,3.73178,0,East Bangalore,Other,300,Delivery
21024,Yes,No,3.2,7,Bommanahalli,Quick Bites,250,Delivery
17950,No,No,3.73178,0,Ejipura,Quick Bites,250,Delivery
3647,No,No,3.0,6,Bellandur,Cafe,500,Dine-out
22586,Yes,Yes,4.3,569,Shanti Nagar,Casual Dining,1200,Delivery
10777,Yes,No,3.3,6,Electronic City,Quick Bites,500,Dine-out
28893,No,No,3.7,103,Rajajinagar,"Casual Dining, Bar",900,Dine-out
23701,Yes,No,3.8,179,New BEL Road,Quick Bites,300,Delivery
1479,Yes,No,4.0,101,Bannerghatta Road,Casual Dining,500,Delivery
28283,No,No,3.8,777,Indiranagar,Casual Dining,650,Dine-out
12554,Yes,No,4.2,241,Jeevan Bhima Nagar,Quick Bites,400,Delivery
18894,No,No,3.8,23,HSR,Quick Bites,500,Dine-out
25884,No,No,3.8,35,Kaggadasapura,Quick Bites,300,Dine-out
30931,Yes,No,4.0,155,Whitefield,Quick Bites,600,Delivery
6036,No,No,3.0,10,Marathahalli,Delivery,500,Delivery
3372,No,No,3.2,6,Bellandur,Other,400,Delivery
90,No,No,3.73178,0,Banashankari,Other,200,Delivery
16147,Yes,No,3.8,232,Frazer Town,Casual Dining,500,Delivery
11985,No,No,3.73178,0,HSR,Other,200,Desserts
27738,Yes,No,3.5,229,Indiranagar,Quick Bites,350,Delivery
422,Yes,No,3.73178,0,Mysore Road,Other,250,Delivery
29556,Yes,Yes,3.9,1377,MG Road,Other,2100,Dine-out
32056,Yes,Yes,3.8,128,Whitefield,Other,1200,Pubs and bars
20568,Yes,No,3.9,1190,BTM,Quick Bites,500,Dine-out
16949,Yes,Yes,4.3,53,Nagawara,Casual Dining,600,Delivery
22558,Yes,No,3.8,76,Frazer Town,Quick Bites,300,Delivery
31630,Yes,No,2.5,544,Whitefield,Casual Dining,400,Dine-out
8897,Yes,No,4.0,610,Koramangala 7th Block,Casual Dining,500,Dine-out
28670,Yes,Yes,4.3,1102,Malleshwaram,Casual Dining,1500,Delivery
24551,Yes,No,3.4,7,Yeshwantpur,Quick Bites,200,Dine-out
12540,Yes,No,3.8,135,Old Airport Road,Other,700,Cafes
3944,No,Yes,3.8,64,MG Road,Casual Dining,1500,Buffet
10423,No,No,3.8,57,Electronic City,Quick Bites,500,Delivery
1217,Yes,No,2.8,102,Bannerghatta Road,Quick Bites,350,Delivery
5314,No,No,3.73178,0,Commercial Street,Quick Bites,150,Dine-out
26746,Yes,No,2.8,142,Frazer Town,Other,300,Dine-out
11150,No,No,3.4,11,Frazer Town,Quick Bites,400,Delivery
27389,Yes,No,3.6,17,Jalahalli,Casual Dining,600,Dine-out
13118,No,No,3.73178,0,Domlur,Bakery,600,Delivery
31082,Yes,No,3.3,5,Whitefield,Quick Bites,400,Delivery
27364,No,No,3.5,11,New BEL Road,Quick Bites,300,Dine-out
27016,Yes,No,3.4,9,New BEL Road,Quick Bites,250,Delivery
24359,Yes,No,2.4,71,Malleshwaram,Other,500,Dine-out
14640,Yes,Yes,4.0,553,Jayanagar,Casual Dining,900,Dine-out
27918,No,No,3.73178,0,Indiranagar,"Takeaway, Delivery",100,Delivery
20290,No,No,4.6,268,Koramangala 5th Block,Other,400,Desserts
9278,Yes,Yes,4.4,1112,Church Street,"Casual Dining, Bar",1200,Buffet
2993,Yes,Yes,4.9,16345,Sarjapur Road,Other,1600,Delivery
13209,Yes,No,3.5,27,Indiranagar,Bakery,400,Desserts
4166,Yes,No,3.73178,0,Ulsoor,Other,200,Delivery
10194,Yes,No,3.8,42,Electronic City,Casual Dining,700,Delivery
16153,Yes,No,3.73178,0,Kammanahalli,Other,200,Delivery
15874,No,No,3.5,24,Kammanahalli,Cafe,550,Cafes
30054,Yes,No,3.8,83,Sarjapur Road,Bakery,300,Delivery
15192,No,Yes,4.0,725,JP Nagar,Other,1500,Drinks & nightlife
13875,No,Yes,3.8,201,Indiranagar,"Casual Dining, Bar",1000,Pubs and bars
22830,No,No,4.0,27,Brigade Road,Cafe,450,Desserts
23072,Yes,No,4.2,175,Commercial Street,Casual Dining,800,Dine-out
27658,Yes,Yes,3.9,58,Indiranagar,Quick Bites,450,Delivery
20048,Yes,No,3.8,12,South Bangalore,Other,300,Delivery
31742,No,No,3.4,16,Whitefield,Other,500,Dine-out
7153,Yes,No,3.7,63,BTM,Quick Bites,350,Delivery
24210,No,No,3.4,7,Rajajinagar,Cafe,400,Desserts
13038,No,No,3.5,9,Old Airport Road,Dessert Parlor,400,Delivery
13903,No,Yes,4.1,334,MG Road,"Casual Dining, Bar",1800,Pubs and bars
14131,Yes,No,3.7,25,BTM,Quick Bites,300,Delivery
14967,Yes,No,3.0,61,BTM,Cafe,650,Dine-out
20510,Yes,No,3.9,454,Koramangala 7th Block,Casual Dining,600,Dine-out
12346,Yes,No,3.8,240,Bommanahalli,Casual Dining,800,Dine-out
7881,No,No,3.6,108,BTM,Quick Bites,450,Delivery
18629,Yes,No,3.6,97,Koramangala 1st Block,Quick Bites,300,Dine-out
16238,Yes,No,3.5,22,Nagawara,Quick Bites,400,Delivery
13423,No,No,3.4,90,Indiranagar,Cafe,500,Dine-out
15130,No,No,3.1,23,Bannerghatta Road,Other,450,Dine-out
8396,No,No,3.7,9,Bannerghatta Road,Cafe,400,Desserts
27786,Yes,No,3.4,34,Jeevan Bhima Nagar,Bakery,300,Delivery
6143,Yes,No,3.1,29,Marathahalli,"Takeaway, Delivery",450,Delivery
30181,No,Yes,4.0,3056,Bellandur,Casual Dining,1000,Delivery
15902,Yes,No,4.0,148,HBR Layout,Delivery,400,Delivery
5848,Yes,No,3.9,175,Whitefield,Quick Bites,350,Delivery
5527,No,No,3.9,378,Residency Road,Other,1000,Pubs and bars
10862,No,No,3.0,16,Electronic City,Quick Bites,300,Dine-out
3405,Yes,No,3.73178,0,HSR,Other,150,Delivery
16248,No,No,3.73178,0,Kalyan Nagar,Delivery,600,Delivery
28435,No,Yes,4.6,9300,Old Airport Road,Other,1800,Drinks & nightlife
1570,No,No,3.73178,0,JP Nagar,"Takeaway, Delivery",300,Delivery
23667,No,No,4.1,184,Seshadripuram,Casual Dining,800,Cafes
14771,Yes,No,3.0,23,Jayanagar,Quick Bites,400,Dine-out
11923,No,No,4.4,790,HSR,Dessert Parlor,400,Desserts
30792,No,Yes,4.0,3056,Bellandur,Casual Dining,1000,Drinks & nightlife
29797,No,Yes,4.3,766,Marathahalli,Other,2500,Buffet
23967,Yes,No,2.9,139,New BEL Road,Casual Dining,650,Delivery
4113,Yes,No,4.3,146,Ulsoor,Casual Dining,650,Delivery
5326,No,No,3.2,4,Richmond Road,Quick Bites,300,Dine-out
19822,Yes,No,4.1,465,BTM,Cafe,500,Delivery
27371,No,No,3.5,5,New BEL Road,Quick Bites,300,Dine-out
20999,Yes,No,3.2,18,Domlur,Other,100,Delivery
2470,No,No,3.7,26,Jayanagar,Dessert Parlor,300,Delivery
7163,Yes,No,3.9,170,BTM,Quick Bites,300,Delivery
12166,Yes,Yes,3.9,533,HSR,Casual Dining,900,Dine-out
26120,Yes,No,4.1,198,Indiranagar,Casual Dining,650,Delivery
31027,Yes,No,3.9,45,Brookefield,Quick Bites,250,Delivery
9140,Yes,No,3.73178,0,Koramangala 5th Block,Quick Bites,200,Dine-out
3481,Yes,No,3.6,18,Bellandur,Other,400,Desserts
12778,Yes,No,4.4,275,Indiranagar,Dessert Parlor,300,Delivery
1357,No,No,3.0,18,Bannerghatta Road,Quick Bites,450,Delivery
7825,No,No,3.7,22,BTM,Other,300,Delivery
19432,Yes,No,3.5,13,BTM,Other,100,Delivery
14351,Yes,No,3.7,61,BTM,Quick Bites,350,Delivery
31775,Yes,No,3.6,23,Whitefield,Quick Bites,450,Dine-out
4743,No,No,3.5,19,Lavelle Road,Other,1000,Desserts
13287,No,Yes,4.1,3864,Indiranagar,"Casual Dining, Bar",1300,Dine-out
22761,No,No,3.8,33,Shanti Nagar,Delivery,350,Delivery
3354,No,No,3.73178,0,Bellandur,Delivery,300,Delivery
27124,No,No,3.7,29,New BEL Road,Casual Dining,750,Delivery
1321,Yes,No,3.73178,0,BTM,Quick Bites,300,Delivery
10961,Yes,No,3.4,12,Kammanahalli,Quick Bites,300,Delivery
7714,Yes,Yes,4.1,587,JP Nagar,"Casual Dining, Bar",1200,Delivery
30394,Yes,No,3.4,6,Bellandur,Other,300,Desserts
10312,No,No,3.73178,0,Electronic City,Casual Dining,600,Delivery
15000,Yes,No,3.2,20,JP Nagar,Casual Dining,700,Dine-out
3485,Yes,No,3.6,136,Bellandur,Other,600,Desserts
17892,Yes,Yes,4.2,2620,Koramangala 5th Block,Casual Dining,1300,Delivery
1905,Yes,No,3.9,63,Bannerghatta Road,Quick Bites,200,Dine-out
4007,Yes,Yes,4.1,54,MG Road,Cafe,800,Cafes
2138,Yes,No,3.73178,0,BTM,Quick Bites,300,Dine-out
26498,No,Yes,4.5,5284,St. Marks Road,"Casual Dining, Bar",2500,Dine-out
14344,Yes,No,3.9,28,Koramangala 5th Block,Dessert Parlor,200,Delivery
9325,Yes,No,4.4,1093,Lavelle Road,Other,600,Cafes
9109,No,No,3.6,19,Jayanagar,Quick Bites,400,Dine-out
12152,No,No,3.6,17,HSR,Cafe,500,Dine-out
26926,Yes,No,3.7,15,Jalahalli,Quick Bites,250,Delivery
1671,No,No,3.6,10,Bannerghatta Road,Other,400,Desserts
11214,Yes,No,3.5,16,RT Nagar,Dessert Parlor,400,Delivery
21186,No,Yes,4.1,785,Koramangala 3rd Block,Casual Dining,1500,Dine-out
7911,No,No,3.3,4,BTM,"Takeaway, Delivery",250,Delivery
3721,Yes,No,3.2,66,Bellandur,Quick Bites,800,Dine-out
7608,Yes,No,3.7,15,Koramangala 4th Block,"Takeaway, Delivery",400,Delivery
21221,Yes,No,4.1,1574,Koramangala 5th Block,Casual Dining,750,Dine-out
15298,Yes,No,3.7,34,Bannerghatta Road,Bakery,500,Delivery
18075,Yes,No,4.4,361,Koramangala 6th Block,Cafe,500,Desserts
16828,Yes,No,3.4,78,Banaswadi,Quick Bites,400,Dine-out
6409,No,No,3.9,57,Whitefield,Other,400,Desserts
31130,Yes,Yes,3.9,578,Whitefield,Other,1000,Delivery
2778,No,No,3.4,133,Jayanagar,Quick Bites,300,Dine-out
4154,Yes,No,3.9,306,Frazer Town,Casual Dining,500,Delivery
23250,No,No,4.1,362,Richmond Road,Quick Bites,400,Dine-out
3898,No,No,3.8,46,Bellandur,Other,2000,Drinks & nightlife
28285,No,No,4.3,700,Indiranagar,Other,500,Dine-out
12513,Yes,No,3.8,71,Indiranagar,Cafe,500,Cafes
9931,No,Yes,4.4,4582,MG Road,Other,1700,Drinks & nightlife
24949,Yes,No,3.8,40,Marathahalli,Dessert Parlor,150,Delivery
20835,Yes,No,3.9,293,Koramangala 6th Block,Other,250,Delivery
26032,Yes,Yes,4.7,4839,Cunningham Road,Other,1300,Cafes
8114,No,No,3.73178,0,Koramangala 1st Block,Quick Bites,300,Delivery
28039,No,No,2.9,544,Indiranagar,Other,600,Desserts
28123,No,No,3.4,28,Old Airport Road,Quick Bites,350,Dine-out
18159,No,No,3.73178,0,Koramangala 3rd Block,Bakery,200,Desserts
10362,No,No,3.73178,0,Electronic City,Dessert Parlor,300,Delivery
6394,Yes,No,4.5,41,"Varthur Main Road, Whitefield","Takeaway, Delivery",300,Desserts
10484,Yes,No,3.9,163,Electronic City,Other,250,Desserts
30885,Yes,Yes,3.8,88,Whitefield,Quick Bites,300,Delivery
1793,No,No,3.5,16,Bannerghatta Road,Casual Dining,800,Dine-out
18495,No,No,3.0,25,Koramangala 6th Block,Other,2300,Dine-out
8453,Yes,No,3.8,100,BTM,Cafe,700,Dine-out
29902,Yes,No,3.9,100,Sarjapur Road,Quick Bites,500,Delivery
4192,Yes,No,3.3,18,Brigade Road,Quick Bites,300,Delivery
4548,Yes,No,3.3,11,Brigade Road,Quick Bites,200,Delivery
28371,Yes,No,3.5,229,Indiranagar,Quick Bites,350,Dine-out
1305,Yes,No,3.6,6,BTM,Dessert Parlor,300,Delivery
28516,Yes,No,4.0,630,Rajajinagar,Casual Dining,750,Buffet
891,Yes,No,3.6,140,Bannerghatta Road,Quick Bites,200,Delivery
11872,Yes,No,3.5,7,HSR,Dessert Parlor,300,Delivery
10418,No,No,3.5,8,Electronic City,Quick Bites,300,Delivery
9515,Yes,No,3.7,30,Frazer Town,Quick Bites,200,Delivery
11301,No,No,2.9,45,Frazer Town,Cafe,600,Dine-out
16319,No,No,3.3,6,Banaswadi,Casual Dining,500,Delivery
1838,Yes,No,3.6,19,Bannerghatta Road,Quick Bites,400,Dine-out
4193,Yes,No,3.9,241,Basavanagudi,Cafe,700,Delivery
9720,No,Yes,4.2,210,MG Road,Other,1000,Dine-out
10219,Yes,No,3.1,352,Electronic City,Casual Dining,400,Delivery
12564,Yes,No,4.2,380,Ulsoor,Cafe,500,Delivery
832,No,No,3.7,34,JP Nagar,Cafe,500,Cafes
387,Yes,No,3.8,61,Basavanagudi,Quick Bites,100,Delivery
24352,No,No,2.8,26,Malleshwaram,Quick Bites,350,Dine-out
27656,Yes,No,4.0,27,Indiranagar,Casual Dining,700,Delivery
22857,No,No,3.3,5,Shanti Nagar,Other,250,Desserts
1358,Yes,No,2.6,18,JP Nagar,Cafe,500,Delivery
22522,Yes,Yes,4.3,968,Church Street,Cafe,750,Delivery
14237,Yes,Yes,4.4,385,Koramangala 5th Block,"Casual Dining, Bar",1500,Delivery
7592,Yes,No,3.9,41,Jayanagar,Quick Bites,500,Delivery
32050,Yes,Yes,4.1,1218,Whitefield,Other,1200,Pubs and bars
2448,No,No,3.0,27,Wilson Garden,Casual Dining,400,Delivery
9033,No,No,3.7,20,Jayanagar,Quick Bites,200,Dine-out
22643,Yes,No,4.0,1103,Ulsoor,Casual Dining,1300,Delivery
30412,Yes,No,3.7,25,Bellandur,Other,300,Desserts
19883,Yes,No,3.6,16,BTM,Quick Bites,300,Delivery
11756,Yes,No,3.1,36,HSR,Casual Dining,550,Delivery
7307,Yes,No,4.2,600,Koramangala 7th Block,Dessert Parlor,900,Delivery
25827,Yes,No,3.9,115,Brookefield,Casual Dining,800,Dine-out
16186,Yes,No,3.9,93,Kalyan Nagar,Quick Bites,400,Delivery
29263,Yes,No,3.6,212,Cunningham Road,Quick Bites,400,Delivery
18388,Yes,No,3.7,259,Koramangala 5th Block,Casual Dining,750,Dine-out
4446,No,No,3.73178,0,Brigade Road,Other,300,Delivery
10017,No,Yes,4.1,268,Electronic City,Other,3000,Buffet
29061,Yes,No,3.8,36,Magadi Road,Casual Dining,700,Dine-out
5364,Yes,No,4.1,391,Cunningham Road,Casual Dining,600,Dine-out
12730,Yes,No,3.1,8,Indiranagar,Quick Bites,350,Delivery
18374,Yes,No,3.7,32,Koramangala 6th Block,Casual Dining,700,Dine-out
29092,No,No,3.4,9,Malleshwaram,Quick Bites,300,Dine-out
4539,Yes,No,3.73178,0,Shivajinagar,Quick Bites,150,Delivery
140,Yes,No,3.7,264,Mysore Road,Casual Dining,750,Delivery
30380,No,No,3.73178,0,Sarjapur Road,Delivery,300,Desserts
30839,No,No,3.9,24,Whitefield,Quick Bites,200,Cafes
22679,Yes,No,3.6,79,Residency Road,Quick Bites,500,Delivery
15273,Yes,No,3.9,136,Jayanagar,Quick Bites,400,Delivery
18932,Yes,No,3.9,66,BTM,Quick Bites,700,Dine-out
22876,No,No,3.7,17,MG Road,Dessert Parlor,200,Desserts
63,No,Yes,4.0,808,Banashankari,Casual Dining,850,Delivery
10257,Yes,No,3.4,19,Electronic City,Casual Dining,700,Delivery
8481,Yes,No,3.6,34,BTM,Casual Dining,300,Dine-out
3376,No,No,3.73178,0,Bellandur,Other,450,Delivery
9636,No,No,4.4,2638,Church Street,Cafe,600,Dine-out
1372,Yes,No,4.0,88,JP Nagar,Bakery,500,Delivery
2753,Yes,No,3.5,90,Jayanagar,Casual Dining,500,Dine-out
31230,Yes,No,3.0,19,Whitefield,Casual Dining,750,Delivery
21050,No,Yes,4.7,4447,Koramangala 5th Block,Other,1000,Delivery
3335,No,No,3.73178,0,Bellandur,Delivery,600,Delivery
10513,No,No,3.4,11,Electronic City,Dessert Parlor,150,Desserts
4456,Yes,No,4.1,290,Koramangala 6th Block,Quick Bites,600,Delivery
11134,Yes,No,3.6,22,Kammanahalli,Other,350,Delivery
4609,No,No,3.73178,0,Kumaraswamy Layout,Quick Bites,400,Delivery
13972,Yes,No,3.8,22,JP Nagar,Quick Bites,400,Delivery
22039,Yes,No,4.0,103,BTM,Casual Dining,600,Dine-out
732,No,No,3.8,124,Basavanagudi,Quick Bites,300,Dine-out
17346,No,No,3.8,18,Koramangala 5th Block,Cafe,500,Dine-out
27742,Yes,No,2.6,27,Indiranagar,Quick Bites,500,Delivery
27227,Yes,No,3.7,120,New BEL Road,Casual Dining,400,Dine-out
7143,Yes,No,3.8,37,HSR,Quick Bites,400,Delivery
20216,No,No,3.6,19,Koramangala 1st Block,Bakery,300,Delivery
19906,Yes,No,3.4,4,Koramangala,Delivery,250,Delivery
12028,Yes,Yes,4.3,797,HSR,Other,1500,Dine-out
9239,No,Yes,4.5,2233,Koramangala 7th Block,"Casual Dining, Bar",1100,Pubs and bars
15948,Yes,No,3.4,182,Banaswadi,Casual Dining,500,Delivery
16249,No,No,3.73178,0,Kalyan Nagar,Other,100,Delivery
25916,Yes,No,3.4,31,Bellandur,Quick Bites,250,Dine-out
13549,Yes,No,4.0,736,Indiranagar,Quick Bites,500,Dine-out
31698,Yes,No,3.2,8,Whitefield,Other,400,Dine-out
7985,Yes,No,3.2,42,Koramangala 2nd Block,Delivery,350,Delivery
27913,No,No,3.8,731,Indiranagar,Quick Bites,200,Delivery
25526,No,No,4.1,97,Marathahalli,Casual Dining,400,Dine-out
27648,Yes,No,4.1,112,Thippasandra,Quick Bites,500,Delivery
15769,Yes,No,3.5,10,BTM,Quick Bites,300,Dine-out
24140,No,No,3.2,4,Frazer Town,Quick Bites,150,Delivery
12049,No,No,4.0,1829,HSR,Casual Dining,800,Dine-out
16265,No,No,3.4,11,Kalyan Nagar,Quick Bites,400,Delivery
13831,Yes,No,3.8,137,Indiranagar,"Casual Dining, Bar",750,Drinks & nightlife
25950,Yes,Yes,4.6,5913,Marathahalli,Other,1400,Drinks & nightlife
20347,No,No,4.1,724,Koramangala 4th Block,Other,300,Desserts
13346,Yes,Yes,3.9,49,Indiranagar,Cafe,450,Dine-out
20769,Yes,No,4.0,66,Koramangala 4th Block,Other,700,Cafes
20511,No,Yes,4.3,106,Koramangala 7th Block,Casual Dining,1000,Dine-out
29920,Yes,No,3.4,36,Bellandur,Other,400,Delivery
28188,Yes,No,3.0,31,Thippasandra,Quick Bites,200,Dine-out
26885,Yes,Yes,4.4,4873,New BEL Road,Other,600,Cafes
2906,Yes,No,3.8,2084,Bellandur,Casual Dining,750,Delivery
6092,Yes,No,3.1,9,Marathahalli,Dessert Parlor,400,Delivery
22905,No,Yes,3.8,25,Ulsoor,Cafe,2200,Desserts
5277,No,No,3.7,58,Church Street,Quick Bites,250,Dine-out
17701,Yes,No,3.7,26,Koramangala 6th Block,Quick Bites,400,Delivery
6993,Yes,No,3.8,187,JP Nagar,Cafe,500,Cafes
5168,No,No,1.8,224,Church Street,Casual Dining,1200,Dine-out
26242,Yes,No,4.2,233,Lavelle Road,Other,300,Delivery
6497,Yes,No,3.9,51,Brookefield,Quick Bites,500,Dine-out
3090,Yes,No,2.9,163,Bellandur,Other,250,Delivery
28597,Yes,No,3.6,110,Basaveshwara Nagar,Casual Dining,500,Delivery
10434,No,No,3.5,23,Electronic City,Casual Dining,1200,Delivery
27486,No,No,4.4,1130,Indiranagar,Other,800,Cafes
23981,Yes,No,3.73178,0,New BEL Road,Quick Bites,400,Delivery
28644,Yes,No,3.2,37,Magadi Road,Quick Bites,200,Delivery
12072,Yes,No,3.8,151,HSR,Other,400,Dine-out
9383,Yes,No,3.9,850,Frazer Town,Casual Dining,700,Delivery
4325,Yes,No,4.0,1203,Brigade Road,Other,2000,Delivery
2506,Yes,No,3.73178,0,Basavanagudi,Dessert Parlor,100,Desserts
30233,No,No,3.73178,0,Sarjapur Road,Other,250,Delivery
517,Yes,No,4.2,287,Banashankari,Quick Bites,350,Dine-out
1705,No,No,3.6,11,JP Nagar,Dessert Parlor,400,Desserts
11048,Yes,No,2.6,125,Indiranagar,Quick Bites,500,Delivery
13613,No,No,3.0,10,Domlur,Quick Bites,500,Dine-out
5431,No,Yes,4.5,5262,St. Marks Road,"Casual Dining, Bar",2500,Drinks & nightlife
8668,Yes,No,3.7,21,BTM,Quick Bites,500,Dine-out
18358,Yes,Yes,4.0,151,Koramangala 2nd Block,Casual Dining,1100,Dine-out
7872,No,No,3.5,13,BTM,Quick Bites,300,Delivery
26360,No,No,3.9,49,Frazer Town,Quick Bites,400,Delivery
28656,Yes,No,3.7,45,Vijay Nagar,Cafe,600,Delivery
23104,No,No,2.7,406,MG Road,Other,1000,Dine-out
26078,Yes,Yes,4.4,3423,Indiranagar,Casual Dining,1500,Delivery
15923,Yes,No,2.9,112,Nagawara,Quick Bites,400,Delivery
12117,No,No,3.6,95,HSR,Casual Dining,800,Dine-out
15165,No,No,3.8,89,JP Nagar,Quick Bites,400,Dine-out
7473,Yes,No,3.8,37,Jayanagar,Dessert Parlor,200,Delivery
8290,No,No,3.73178,0,BTM,"Takeaway, Delivery",250,Desserts
11304,Yes,No,4.3,783,Frazer Town,Quick Bites,300,Dine-out
14202,Yes,No,3.8,659,Koramangala 5th Block,Casual Dining,500,Delivery
3493,No,No,3.5,6,Bellandur,Dessert Parlor,300,Desserts
1314,Yes,No,3.8,92,Bannerghatta Road,Other,1100,Delivery
22046,Yes,No,3.7,28,Wilson Garden,Quick Bites,350,Dine-out
16856,No,No,3.73178,0,Banaswadi,Quick Bites,200,Dine-out
2777,Yes,No,3.0,23,Jayanagar,Quick Bites,400,Dine-out
1112,Yes,No,3.7,108,Bannerghatta Road,Quick Bites,600,Delivery
4904,No,No,3.6,8,Brigade Road,Quick Bites,400,Dine-out
553,No,No,3.8,42,Banashankari,Casual Dining,700,Dine-out
5112,Yes,No,3.8,59,Commercial Street,Other,300,Dine-out
17760,Yes,No,3.73178,0,Koramangala 4th Block,Quick Bites,300,Delivery
18901,Yes,No,3.8,63,Hosur Road,Quick Bites,350,Dine-out
27428,No,No,3.73178,0,Jalahalli,Quick Bites,250,Dine-out
14078,Yes,No,3.7,118,BTM,Quick Bites,400,Delivery
30098,Yes,No,3.6,489,HSR,Other,700,Delivery
31469,Yes,No,3.4,8,Whitefield,Bakery,450,Desserts
18081,Yes,Yes,4.1,601,Koramangala 6th Block,Casual Dining,1100,Desserts
9458,No,Yes,4.4,2266,Vasanth Nagar,Casual Dining,1100,Delivery
29411,Yes,No,4.0,1114,Koramangala 4th Block,Delivery,500,Delivery
30511,Yes,No,3.9,79,Sarjapur Road,Quick Bites,500,Dine-out
22811,No,No,3.5,19,Lavelle Road,Other,1000,Desserts
20684,Yes,Yes,4.2,1177,Koramangala 4th Block,Other,1300,Pubs and bars
3156,No,No,4.0,246,Bellandur,Casual Dining,1200,Delivery
623,No,No,3.4,145,Banashankari,Quick Bites,300,Dine-out
18340,Yes,Yes,4.2,494,Koramangala 5th Block,Cafe,800,Dine-out
13177,Yes,No,4.2,734,Indiranagar,Dessert Parlor,300,Desserts
15839,Yes,Yes,4.3,473,Kalyan Nagar,Casual Dining,750,Buffet
25385,Yes,No,3.7,35,Marathahalli,Other,300,Desserts
21974,Yes,Yes,3.9,158,Koramangala 4th Block,Casual Dining,1000,Dine-out
21828,Yes,Yes,4.4,9085,Koramangala 4th Block,Other,600,Desserts
24856,Yes,No,3.3,8,Marathahalli,Quick Bites,500,Delivery
4829,No,Yes,4.2,240,Brigade Road,Other,1500,Dine-out
28025,Yes,Yes,3.9,42,Indiranagar,Quick Bites,300,Desserts
10037,Yes,No,3.1,64,Electronic City,Cafe,600,Cafes
